HD 88133
13014.948  -14.3   4.09
13015.947   36.9   3.99
13016.953   29.8   4.22
13044.088   35.8   3.92
13044.869  -14.6   3.18
13045.843  -20.7   2.98
13046.081  -11.9   2.94
13069.016  -23.1   4.35
13071.788   13.8   3.82
13072.021   -9.2   4.26
13073.950   23.7   4.66
13076.948    0.0   6.38
13153.760   17.3   3.25
13179.754   20.2   3.59
13195.748  -19.2   2.86
13197.762   33.5   3.27
13199.751   -5.6   3.36

HD 37124
10420.047   55.06  3.0
10546.736   30.88  2.6
10837.766    7.24  3.2
10838.949    7.40  3.4
10861.805   19.92  2.9
11069.036   -0.60  2.9
11070.132    1.70  2.8
11071.115    4.66  3.3
11072.129   -8.20  3.0
11073.030   -5.31  2.9
11172.896   39.41  3.2
11226.781    1.53  2.8
11227.782    0.00  2.9
11228.743   -8.94  2.6
11412.142  -30.99  3.1
11543.983  -31.27  3.0
11550.943  -44.31  3.0
11551.940  -45.91  3.1
11552.892  -47.66  3.0
11580.761  -34.78  3.6
11581.836  -34.59  2.7
11582.788  -35.75  3.0
11583.724  -34.06  3.2
11884.044  -14.57  3.4
11900.035    3.00  2.8
11974.800   42.08  2.9
12007.745    6.63  3.2
12242.991   48.57  3.1
12333.945   16.70  3.5
12334.786  -10.42  3.6
12536.128   14.01  3.5
12537.086   13.67  3.7
12573.038   29.57  3.4
12574.999   29.58  3.6
12576.022   25.62  3.5
12601.000    8.73  3.5
12602.032    7.64  3.6
12925.016   15.90  3.4
13044.774   38.21  3.4
13045.746   34.46  3.3
13072.858   -1.52  2.8
13240.140  -19.80  3.7
13302.132   -9.34  3.4
13302.980   -6.47  3.1
13338.965    9.54  2.6
13340.095   14.21  3.1
13368.890   -1.50  2.2
13369.781   -0.30  2.1
13425.872  -36.55  3.1
13426.830  -35.54  3.1
13428.770  -31.95  3.0
13483.727   19.84  2.1


HD 3651
 7047.854   13.74  7.88      Lick
 7374.940   -3.19  7.15      Lick
 7430.758    9.30  6.65      Lick
 7846.849   -7.82  8.95      Lick
 8113.959   -4.21  9.31      Lick
 8199.717  -13.79  8.41      Lick
 8645.680   -3.08 10.52      Lick
 8845.939   15.77  7.16      Lick
 8846.983   26.93  6.16      Lick
 8905.861   19.52  6.97      Lick
 8991.737  -10.76  7.00      Lick
 9306.678  -22.83  5.98      Lick
 9349.646    1.80  9.17      Lick
 9588.915   19.98  6.25      Lick
 9603.889    3.66  6.12      Lick
 9622.835  -15.49  8.62      Lick
 9680.681   12.47  4.63      Lick
10004.929  -10.21  3.22      Lick
10072.696  -22.48  3.41      Lick
10087.678    7.03  3.34      Lick
10121.626   -5.52  4.50      Lick
10124.631  -13.36  4.62      Lick
10125.623  -15.74  3.82      Lick
10126.629   -8.18  4.42      Lick
10127.652  -11.71  4.66      Lick
10128.633  -16.66  4.14      Lick
10298.990    3.82  2.31      Lick
10300.006   -3.58  2.81      Lick
10300.881    2.15  2.97      Lick
10304.920    0.53  2.82      Lick
10305.910   -3.56  3.41      Lick
10307.921   -1.58  3.32      Lick
10308.860   -5.22  2.73      Lick
10309.904   -5.07  3.32      Lick
10310.872   -4.23  3.06      Lick
10311.884    0.77  2.16      Lick
10326.907   10.35  3.28      Lick
10366.925   -3.11  2.74      Keck
10421.677   -9.28  2.56      Lick
10437.723  -16.54  2.96      Lick
10441.698  -16.34  3.06      Lick
10640.977   11.99  3.35      Lick
10655.974    7.24  2.99      Lick
10656.929    5.84  3.26      Lick
10667.033    1.34  3.99      Keck
10681.973   -1.60  3.21      Lick
10716.051    2.15  2.97      Keck
10767.720    0.36  3.73      Lick
10793.708    0.72  3.06      Lick
11044.061   -5.39  3.01      Keck
11046.934   -2.96  4.98      Lick
11071.029   -0.51  2.89      Keck
11130.693  -35.84  5.99      Lick
11173.824    1.53  3.92      Keck
11175.627   -8.20  6.65      Lick
11368.050   -5.17  3.03      Keck
11438.846  -18.76  3.14      Keck
11551.688   -1.15  5.83      Keck
11756.006   -1.21  2.71      Keck
11825.747    8.62  5.33      Lick
11880.668   -9.94  4.06      Lick
12096.111    5.72  3.79      Keck
12102.020    1.23  3.60      Keck
12120.894  -16.08  5.27      Lick
12128.082  -26.39  3.26      Keck
12133.920    5.94  2.86      Keck
12157.848    6.20  4.22      Lick
12158.878    2.71  4.19      Lick
12159.844    0.44  3.85      Lick
12160.875   -3.58  5.13      Lick
12161.856    2.98  3.90      Lick
12182.806  -13.58  4.54      Lick
12183.795  -23.55  4.89      Lick
12185.801  -18.80  2.93      Lick
12186.800  -19.63  3.03      Lick
12188.947  -15.61  3.58      Keck
12189.829  -19.12  2.96      Lick
12200.822    6.67  2.87      Lick
12201.829    6.77  3.00      Lick
12202.762    6.83  3.94      Lick
12203.760   12.73  3.05      Lick
12204.767    7.59  2.78      Lick
12214.775    9.07  3.18      Lick
12216.728    1.48  3.08      Lick
12218.747    4.12  3.04      Lick
12220.735   -8.27  3.22      Lick
12221.793    0.00  4.09      Lick
12235.698   -5.91  2.99      Keck
12236.759   -4.52  2.78      Keck
12237.729  -12.13  3.33      Keck
12241.639  -22.49  2.33      Lick
12474.923    8.35  3.34      Lick
12475.924    5.29  3.52      Lick
12476.936   -6.97  3.76      Lick
12477.935   -1.69  3.43      Lick
12478.914    1.02  2.87      Lick
12491.866  -18.31  2.82      Lick
12493.918  -29.99  2.72      Lick
12508.908    4.57  2.59      Lick
12509.844    7.87  2.80      Lick
12510.944   17.18  4.13      Lick
12511.961    5.08  2.79      Lick
12512.932    2.39  2.16      Lick
12513.934    2.58  2.82      Lick
12514.915   10.82  3.46      Lick
12515.020    7.38  3.16      Keck
12515.869    4.88  3.60      Lick
12516.917   10.10  5.12      Lick
12520.885    4.36  2.82      Lick
12522.843   11.10  3.73      Lick
12523.877   -0.69  2.61      Lick
12524.856    0.61  3.30      Lick
12534.869  -15.28  3.96      Lick
12535.819    0.30  3.06      Keck
12535.897  -16.28  2.43      Lick
12551.823  -12.82  2.81      Keck
12552.811  -13.87  2.24      Lick
12553.773   -9.29  2.30      Lick
12554.767   -9.36  2.56      Lick
12572.760    8.05  3.30      Lick
12574.835    7.70  4.20      Lick
12576.761   13.88  2.35      Keck
12581.737    9.56  3.28      Keck
12582.787    0.48  2.12      Lick
12583.747    7.00  2.48      Lick
12593.699    3.56  2.29      Lick
12594.747    3.65  2.51      Lick
12597.685    0.16  2.29      Lick
12599.782    4.03  2.54      Lick
12600.717   -1.72  2.17      Lick
12601.712   -6.69  2.19      Lick
12602.777   -3.30  2.28      Keck
12606.667   10.87  2.85      Keck
12608.735    0.43  2.92      Keck
12612.637  -17.36  3.67      Lick
12613.635  -13.00  1.93      Lick
12627.747   -5.35  2.05      Lick
12631.640   12.73  2.37      Lick
